,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,predicted,probability space %,calibration logreg probability space %,calibration isoreg probability space %
4437,2019-03-25 20:15:56,2019-03-25 20:19:00,4,0.4,4.0,0.0,0.0,7.8,yellow,Union Sq,Kips Bay,Manhattan,Manhattan,1,94.65,94.83,96.77
183,2019-03-11 20:45:26,2019-03-11 20:50:27,1,1.09,6.0,1.96,0.0,11.76,yellow,East Village,Gramercy,Manhattan,Manhattan,0,0.01,1.24,0.0
2341,2019-03-11 08:25:01,2019-03-11 08:37:31,1,2.0,10.5,2.0,0.0,15.8,yellow,Murray Hill,Flatiron,Manhattan,Manhattan,0,0.01,1.24,0.0
6086,2019-03-03 02:52:52,2019-03-03 03:07:00,1,2.8,11.5,0.0,0.0,15.55,green,Williamsburg (North Side),Lower East Side,Brooklyn,Manhattan,1,62.05,59.84,64.71
1762,2019-03-31 03:33:42,2019-03-31 03:39:20,2,0.6,5.0,0.0,0.0,8.8,yellow,East Village,Two Bridges/Seward Park,Manhattan,Manhattan,1,93.84,94.52,96.77
5930,2019-03-04 21:16:10,2019-03-04 21:29:01,1,2.85,12.0,3.32,0.0,16.62,green,Elmhurst/Maspeth,Forest Hills,Queens,Queens,0,0.37,1.27,0.0
1378,2019-03-27 14:13:35,2019-03-27 14:50:53,4,11.25,35.5,7.26,0.0,43.56,yellow,LaGuardia Airport,Boerum Hill,Queens,Brooklyn,0,0.2,1.25,0.0
4572,2019-03-22 08:29:27,2019-03-22 08:47:35,1,2.7,13.5,3.35,0.0,20.15,yellow,Upper East Side North,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
1072,2019-03-22 19:08:46,2019-03-22 19:27:18,1,5.92,20.0,1.2,5.76,31.26,yellow,Yorkville East,Greenpoint,Manhattan,Brooklyn,0,0.08,1.24,0.0
4351,2019-03-20 19:17:24,2019-03-20 19:25:50,1,1.7,8.0,2.45,0.0,14.75,yellow,Morningside Heights,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
2613,2019-03-08 21:13:45,2019-03-08 22:05:02,2,18.55,52.0,9.0,5.76,70.06,yellow,JFK Airport,Midtown North,Queens,Manhattan,0,0.13,1.25,0.0
534,2019-03-12 09:17:12,2019-03-12 09:55:52,1,4.4,24.5,2.5,0.0,30.3,yellow,Upper West Side North,Midtown South,Manhattan,Manhattan,0,0.03,1.24,0.0
6227,2019-03-20 20:07:39,2019-03-20 20:24:35,1,2.2,12.5,0.0,0.0,13.8,green,Morrisania/Melrose,Highbridge,Bronx,Bronx,1,54.83,46.07,64.71
3620,2019-03-11 13:33:11,2019-03-11 13:51:39,2,4.28,17.0,5.17,5.54,31.01,yellow,Financial District North,Park Slope,Manhattan,Brooklyn,0,0.1,1.24,0.0
1106,2019-03-13 09:54:53,2019-03-13 10:18:08,1,6.49,22.5,6.45,0.0,32.25,yellow,Midtown South,Morningside Heights,Manhattan,Manhattan,0,0.03,1.24,0.0
1373,2019-03-08 23:58:46,2019-03-09 00:05:18,1,1.2,6.5,2.55,0.0,12.85,yellow,Greenwich Village North,Hudson Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
3068,2019-03-05 16:31:58,2019-03-05 16:46:19,2,1.1,9.5,0.0,0.0,13.8,yellow,Upper East Side North,Lenox Hill East,Manhattan,Manhattan,1,95.17,95.03,100.0
721,2019-03-23 18:40:06,2019-03-23 18:52:52,1,1.55,9.5,2.56,0.0,15.36,yellow,East Village,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
2623,2019-03-06 13:12:49,2019-03-06 13:16:55,1,0.6,5.0,1.65,0.0,9.95,yellow,Upper West Side South,Upper West Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
5737,2019-03-31 03:06:09,2019-03-31 03:10:06,1,0.8,5.0,0.0,0.0,6.3,green,Jackson Heights,Jackson Heights,Queens,Queens,1,97.08,95.68,100.0
4942,2019-03-19 21:28:15,2019-03-19 21:58:05,1,9.7,31.0,7.0,0.0,41.8,yellow,Times Sq/Theatre District,Crotona Park East,Manhattan,Bronx,0,0.1,1.24,0.0
5411,2019-03-21 21:50:19,2019-03-21 22:07:27,1,2.28,12.5,3.26,0.0,19.56,yellow,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan,0,0.01,1.24,0.0
3309,2019-03-03 08:15:17,2019-03-03 08:20:28,1,1.2,6.0,1.4,0.0,10.7,yellow,Murray Hill,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
6360,2019-03-08 10:31:29,2019-03-08 10:38:29,1,0.81,6.0,0.0,0.0,6.8,green,Boerum Hill,Brooklyn Heights,Brooklyn,Brooklyn,1,86.71,90.87,93.78
1796,2019-03-03 02:51:25,2019-03-03 03:08:36,1,4.65,17.0,4.16,0.0,24.96,yellow,Williamsburg (North Side),Lenox Hill West,Brooklyn,Manhattan,0,0.81,1.31,0.0
2225,2019-03-25 19:11:47,2019-03-25 19:22:25,2,1.77,9.0,1.33,0.0,14.63,yellow,Garment District,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.02,1.24,0.0
4319,2019-03-27 20:15:51,2019-03-27 20:18:30,2,0.73,4.0,1.56,0.0,9.36,yellow,Upper East Side North,Upper East Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
4639,2019-03-21 08:08:10,2019-03-21 08:15:24,1,1.25,7.0,2.06,0.0,12.36,yellow,Midtown South,Greenwich Village North,Manhattan,Manhattan,0,0.01,1.24,0.0
3945,2019-03-20 17:11:02,2019-03-20 17:16:12,2,0.64,5.5,1.96,0.0,11.76,yellow,Murray Hill,Midtown South,Manhattan,Manhattan,0,0.01,1.24,0.0
5447,2019-03-20 18:09:46,2019-03-20 18:16:52,1,1.52,7.5,2.36,0.0,14.16,yellow,Upper West Side South,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
5094,2019-03-14 19:34:10,2019-03-14 19:36:00,1,0.3,3.5,1.55,0.0,9.35,yellow,East Harlem South,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
1235,2019-03-19 07:51:43,2019-03-19 08:03:45,1,2.1,10.5,1.0,0.0,14.8,yellow,Upper East Side North,Lincoln Square West,Manhattan,Manhattan,0,0.01,1.24,0.0
3438,2019-03-06 22:13:32,2019-03-06 22:41:32,1,7.06,25.0,0.0,0.0,28.8,yellow,Lincoln Square East,Central Harlem North,Manhattan,Manhattan,1,73.2,77.86,80.0
4032,2019-03-14 18:12:22,2019-03-14 18:35:46,2,1.66,14.5,0.0,0.0,17.8,yellow,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,93.66,94.45,96.77
3138,2019-03-21 06:11:24,2019-03-21 06:25:22,1,2.35,11.0,3.58,0.0,17.88,yellow,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan,0,0.01,1.24,0.0
3291,2019-03-29 08:16:58,2019-03-29 08:42:30,1,2.0,16.0,0.0,0.0,19.3,yellow,Gramercy,East Chelsea,Manhattan,Manhattan,1,91.04,93.29,93.78
3988,2019-03-18 13:30:10,2019-03-18 13:44:25,1,1.8,10.5,2.0,0.0,15.8,yellow,West Chelsea/Hudson Yards,Kips Bay,Manhattan,Manhattan,0,0.01,1.24,0.0
16,2019-03-15 12:36:05,2019-03-15 12:54:28,1,2.12,13.0,0.0,0.0,16.3,yellow,East Chelsea,Meatpacking/West Village West,Manhattan,Manhattan,1,93.49,94.38,96.77
5828,2019-03-01 08:23:18,2019-03-01 08:52:12,1,5.1,19.26,0.0,0.0,19.76,green,East Concourse/Concourse Village,Westchester Village/Unionport,Bronx,Bronx,0,16.63,4.31,4.76
1911,2019-03-21 19:30:36,2019-03-21 19:39:18,1,1.0,7.0,2.25,0.0,13.55,yellow,Midtown South,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
317,2019-03-12 17:55:27,2019-03-12 18:04:31,1,1.4,8.5,3.2,0.0,16.0,yellow,TriBeCa/Civic Center,Financial District South,Manhattan,Manhattan,0,0.01,1.24,0.0
2307,2019-03-30 11:52:46,2019-03-30 11:59:38,1,1.2,7.0,0.0,0.0,10.3,yellow,Lincoln Square West,Upper West Side North,Manhattan,Manhattan,1,90.59,93.07,93.78
4563,2019-03-09 22:47:42,2019-03-09 23:07:26,1,6.36,21.5,0.0,0.0,25.3,yellow,Clinton West,Central Harlem North,Manhattan,Manhattan,1,63.79,63.01,64.71
6319,2019-03-07 16:07:44,2019-03-07 16:16:25,1,0.89,7.0,0.0,0.0,8.8,green,Central Harlem,East Harlem North,Manhattan,Manhattan,1,84.08,89.05,93.78
1746,2019-03-13 20:15:33,2019-03-13 20:33:00,5,1.7,11.5,0.0,0.0,15.3,yellow,Clinton East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,95.04,94.98,100.0
6000,2019-03-15 11:20:24,2019-03-15 11:26:44,1,0.97,5.5,0.0,0.0,6.3,green,Astoria,Astoria,Queens,Queens,1,93.9,94.54,96.77
2637,2019-03-07 15:16:28,2019-03-07 15:26:55,2,0.9,8.0,2.25,0.0,13.55,yellow,Central Park,Yorkville East,Manhattan,Manhattan,0,0.01,1.24,0.0
3821,2019-03-30 04:54:22,2019-03-30 05:06:05,1,3.3,12.0,3.15,0.0,18.95,yellow,West Chelsea/Hudson Yards,Financial District North,Manhattan,Manhattan,0,0.02,1.24,0.0
2917,2019-03-30 15:36:06,2019-03-30 15:57:44,1,2.53,14.5,3.56,0.0,21.36,yellow,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan,0,0.01,1.24,0.0
3893,2019-03-17 00:35:34,2019-03-17 00:41:34,1,0.8,6.0,1.95,0.0,11.75,yellow,Little Italy/NoLiTa,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
4567,2019-03-31 14:47:36,2019-03-31 15:04:35,1,1.8,11.5,3.7,0.0,18.5,yellow,Midtown East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.02,1.24,0.0
1171,2019-03-05 22:52:07,2019-03-05 22:54:19,1,0.4,3.5,0.0,0.0,4.8,yellow,Astoria,Astoria,Queens,Queens,1,94.25,94.68,96.77
5790,2019-03-28 03:19:15,2019-03-28 03:32:38,1,2.7,11.0,0.0,0.0,12.3,green,Bushwick North,Ocean Hill,Brooklyn,Brooklyn,1,50.45,37.86,42.86
1467,2019-03-06 23:21:52,2019-03-06 23:45:30,1,16.01,52.0,12.21,5.76,73.27,yellow,JFK Airport,Murray Hill,Queens,Manhattan,0,0.12,1.25,0.0
1687,2019-03-10 16:24:03,2019-03-10 16:27:36,3,0.8,5.0,1.65,0.0,9.95,yellow,Hudson Sq,Flatiron,Manhattan,Manhattan,0,0.02,1.24,0.0
5345,2019-03-30 10:17:55,2019-03-30 10:22:37,1,0.8,5.5,0.0,0.0,8.8,yellow,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan,1,92.35,93.89,93.78
1010,2019-03-11 17:32:36,2019-03-11 17:38:19,1,0.64,5.5,0.0,0.0,9.8,yellow,Garment District,Midtown Center,Manhattan,Manhattan,1,93.13,94.23,93.78
2062,2019-03-08 16:07:58,2019-03-08 16:19:36,2,2.83,11.5,1.0,0.0,16.8,yellow,Lenox Hill West,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
3919,2019-03-26 09:13:16,2019-03-26 09:49:17,1,6.71,28.5,6.36,0.0,38.16,yellow,Midtown East,TriBeCa/Civic Center,Manhattan,Manhattan,0,0.07,1.24,0.0
5133,2019-03-11 20:28:00,2019-03-11 20:46:50,1,6.6,22.0,2.0,0.0,27.8,yellow,World Trade Center,Murray Hill,Manhattan,Manhattan,0,0.04,1.24,0.0
1572,2019-03-20 00:05:10,2019-03-20 00:17:48,1,2.85,12.0,3.16,0.0,18.96,yellow,Lower East Side,Williamsburg (North Side),Manhattan,Brooklyn,0,0.07,1.24,0.0
2745,2019-03-26 14:34:30,2019-03-26 14:52:27,1,2.4,13.0,3.26,0.0,19.56,yellow,Upper East Side South,Clinton East,Manhattan,Manhattan,0,0.02,1.24,0.0
3955,2019-03-06 17:08:52,2019-03-06 17:45:23,1,6.85,27.0,0.0,0.0,31.3,yellow,Garment District,Central Harlem,Manhattan,Manhattan,1,71.71,75.82,75.0
980,2019-03-12 22:22:06,2019-03-12 22:27:22,1,1.0,5.5,0.0,0.0,9.3,yellow,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan,1,92.72,94.06,93.78
5970,2019-03-16 18:48:08,2019-03-16 18:50:20,2,0.46,3.5,0.0,0.0,4.3,green,Carroll Gardens,Gowanus,Brooklyn,Brooklyn,1,72.88,77.43,80.0
1292,2019-03-29 23:35:26,2019-03-30 00:01:04,2,4.11,18.0,4.36,0.0,26.16,yellow,Lower East Side,Clinton East,Manhattan,Manhattan,0,0.03,1.24,0.0
1831,2019-03-17 14:01:35,2019-03-17 14:16:58,1,1.42,10.5,0.0,0.0,13.8,yellow,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,1,94.81,94.9,96.77
4582,2019-03-08 18:38:14,2019-03-08 18:42:48,1,1.05,5.5,0.75,0.0,10.55,yellow,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan,0,0.09,1.24,0.0
1504,2019-03-14 13:52:01,2019-03-14 14:01:27,1,1.4,8.0,2.8,0.0,14.1,yellow,Lincoln Square West,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
685,2019-03-06 23:07:04,2019-03-06 23:24:10,1,6.4,19.5,0.0,5.76,26.56,yellow,LaGuardia Airport,Central Harlem North,Queens,Manhattan,1,88.24,91.81,93.78
591,2019-03-31 23:43:45,2019-04-01 00:13:58,5,12.25,37.0,0.0,0.0,40.8,yellow,LaGuardia Airport,Williamsburg (South Side),Queens,Brooklyn,1,82.79,88.04,93.1
2573,2019-03-02 16:49:29,2019-03-02 16:59:37,1,1.07,8.0,2.26,0.0,13.56,yellow,Union Sq,Meatpacking/West Village West,Manhattan,Manhattan,0,0.02,1.24,0.0
5892,2019-03-20 02:58:09,2019-03-20 03:10:53,1,3.6,13.5,0.0,0.0,14.8,green,East Harlem North,Hunts Point,Manhattan,Bronx,1,79.68,85.28,93.1
2794,2019-03-07 08:56:25,2019-03-07 09:09:39,1,1.03,9.5,1.28,0.0,14.08,yellow,Midtown North,Clinton East,Manhattan,Manhattan,0,0.01,1.24,0.0
6228,2019-03-25 16:06:51,2019-03-25 16:37:06,2,4.5,21.5,0.0,0.0,23.3,green,East Tremont,Williamsbridge/Olinville,Bronx,Bronx,0,9.39,2.51,4.76
5779,2019-03-31 20:09:49,2019-03-31 20:17:33,1,1.47,7.5,2.2,0.0,11.0,green,Forest Hills,Glendale,Queens,Queens,0,0.39,1.27,0.0
1062,2019-03-16 10:12:38,2019-03-16 10:22:41,1,1.5,8.5,2.36,0.0,14.16,yellow,Flatiron,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0,0.01,1.24,0.0
9,2019-03-08 16:18:37,2019-03-08 16:26:57,1,1.52,8.0,1.0,0.0,13.3,yellow,Lincoln Square East,Central Park,Manhattan,Manhattan,0,0.01,1.24,0.0
6303,2019-03-03 16:45:58,2019-03-03 16:57:14,3,1.3,8.5,2.32,0.0,11.62,green,Boerum Hill,Park Slope,Brooklyn,Brooklyn,0,0.19,1.25,0.0
4535,2019-03-08 08:08:55,2019-03-08 08:17:38,2,1.25,7.5,2.7,0.0,13.5,yellow,Bloomingdale,Upper West Side South,Manhattan,Manhattan,0,0.09,1.24,0.0
3374,2019-03-27 17:19:24,2019-03-27 17:57:58,1,9.96,33.0,0.0,0.0,34.8,yellow,LaGuardia Airport,Brooklyn Heights,Queens,Brooklyn,1,79.07,84.68,93.1
3403,2019-03-29 01:48:37,2019-03-29 01:58:57,1,7.4,21.5,3.0,0.0,25.8,yellow,JFK Airport,Starrett City,Queens,Brooklyn,0,0.19,1.25,0.0
1232,2019-03-01 21:46:40,2019-03-01 22:08:18,2,4.1,17.0,1.0,0.0,21.8,yellow,West Village,Williamsburg (North Side),Manhattan,Brooklyn,0,0.13,1.25,0.0
6060,2019-03-20 15:43:31,2019-03-20 15:51:42,1,1.2,7.0,0.0,0.0,7.8,green,Brooklyn Heights,Boerum Hill,Brooklyn,Brooklyn,1,88.03,91.69,93.78
554,2019-03-31 17:36:23,2019-03-31 17:49:11,1,4.7,15.5,3.26,0.0,19.56,yellow,LaGuardia Airport,Sunnyside,Queens,Queens,0,0.44,1.28,0.0
754,2019-03-28 23:02:53,2019-03-28 23:15:00,2,2.09,10.0,3.45,0.0,17.25,yellow,Flatiron,Alphabet City,Manhattan,Manhattan,0,0.02,1.24,0.0
5495,2019-03-20 07:03:00,2019-03-20 07:54:47,1,16.71,50.74,0.0,5.76,57.0,green,Douglaston,Yorkville East,Queens,Manhattan,0,6.36,2.0,0.0
5360,2019-03-13 19:50:46,2019-03-13 20:17:14,1,10.0,31.0,0.0,5.76,40.56,yellow,Penn Station/Madison Sq West,LaGuardia Airport,Manhattan,Queens,1,88.85,92.15,93.78
700,2019-03-12 22:10:39,2019-03-12 22:19:06,1,1.33,7.5,2.26,0.0,13.56,yellow,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
3914,2019-03-28 09:44:12,2019-03-28 10:27:01,1,10.41,36.0,8.0,5.76,53.06,yellow,LaGuardia Airport,Hudson Sq,Queens,Manhattan,0,0.09,1.24,0.0
1931,2019-03-19 14:30:58,2019-03-19 15:03:08,5,10.12,33.0,5.07,0.0,38.87,yellow,JFK Airport,Crown Heights North,Queens,Brooklyn,0,0.22,1.26,0.0
3960,2019-03-27 11:44:25,2019-03-27 11:52:10,1,0.72,6.5,0.0,0.0,9.8,yellow,Midtown Center,Upper East Side South,Manhattan,Manhattan,1,93.31,94.31,96.77
428,2019-03-30 19:51:47,2019-03-30 20:16:37,1,8.44,26.0,7.01,5.76,42.07,yellow,LaGuardia Airport,Upper East Side North,Queens,Manhattan,0,0.08,1.24,0.0
660,2019-03-13 12:15:18,2019-03-13 12:38:20,1,2.76,16.0,3.86,0.0,23.16,yellow,Flatiron,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
34,2019-03-21 10:48:02,2019-03-21 10:57:45,2,0.87,7.5,2.16,0.0,12.96,yellow,Midtown North,Clinton West,Manhattan,Manhattan,0,0.01,1.24,0.0
1211,2019-03-23 14:59:01,2019-03-23 15:14:27,5,2.5,11.5,0.0,0.0,14.8,yellow,Chinatown,DUMBO/Vinegar Hill,Manhattan,Brooklyn,1,79.98,85.57,93.1
985,2019-03-01 13:17:12,2019-03-01 13:25:18,1,0.8,6.5,1.95,0.0,11.75,yellow,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan,0,0.01,1.24,0.0
46,2019-03-20 11:40:59,2019-03-20 12:06:41,2,4.7,20.0,0.0,0.0,23.3,yellow,Times Sq/Theatre District,Battery Park City,Manhattan,Manhattan,1,81.86,87.27,93.1
1021,2019-03-06 20:29:15,2019-03-06 20:37:55,1,1.1,7.0,2.15,0.0,12.95,yellow,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan,0,0.02,1.24,0.0
5351,2019-03-09 03:21:09,2019-03-09 03:26:15,1,1.28,6.0,1.96,0.0,11.76,yellow,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
3669,2019-03-25 12:26:11,2019-03-25 12:45:39,1,2.07,13.5,0.0,0.0,16.8,yellow,Upper East Side North,Midtown Center,Manhattan,Manhattan,1,94.27,94.69,96.77
6065,2019-03-23 17:15:39,2019-03-23 17:23:50,1,1.5,7.5,0.0,0.0,9.3,green,Sheepshead Bay,Madison,Brooklyn,Brooklyn,1,67.67,69.67,75.0
5803,2019-03-24 21:00:09,2019-03-24 21:14:25,1,4.3,15.0,3.8,0.0,22.85,green,Brooklyn Heights,Kips Bay,Brooklyn,Manhattan,0,0.16,1.25,0.0
4168,2019-03-09 01:33:00,2019-03-09 01:49:10,2,4.1,15.0,1.88,0.0,20.68,yellow,SoHo,Carroll Gardens,Manhattan,Brooklyn,0,0.1,1.24,0.0
3227,2019-03-26 09:22:54,2019-03-26 09:38:56,1,1.77,11.5,0.0,0.0,14.8,yellow,Midtown East,Upper East Side North,Manhattan,Manhattan,1,94.34,94.72,96.77
5520,2019-03-09 16:27:16,2019-03-09 16:41:58,1,2.09,11.5,0.0,0.0,12.3,green,East Flatbush/Remsen Village,Flatbush/Ditmas Park,Brooklyn,Brooklyn,1,62.78,61.18,64.71
4969,2019-03-04 20:33:58,2019-03-04 20:39:44,3,0.7,6.0,0.0,0.0,9.8,yellow,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan,1,92.83,94.1,93.78
3360,2019-03-10 22:16:40,2019-03-10 22:35:09,1,9.7,28.5,3.0,5.76,41.06,yellow,LaGuardia Airport,Midtown East,Queens,Manhattan,0,0.11,1.25,0.0
4784,2019-03-07 13:23:04,2019-03-07 13:32:04,1,1.2,7.5,2.16,0.0,12.96,yellow,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.01,1.24,0.0
1194,2019-03-09 11:44:01,2019-03-09 11:54:18,1,1.96,9.0,0.0,0.0,12.3,yellow,Yorkville West,Upper East Side South,Manhattan,Manhattan,1,90.58,93.06,93.78
5434,2019-03-13 22:45:27,2019-03-13 22:57:06,1,1.82,9.5,2.0,0.0,15.3,yellow,West Chelsea/Hudson Yards,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
2968,2019-03-25 10:14:02,2019-03-25 10:22:22,1,0.7,6.5,0.0,0.0,9.8,yellow,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,1,93.12,94.23,93.78
65,2019-03-02 19:08:25,2019-03-02 19:31:42,1,2.42,15.5,3.76,0.0,22.56,yellow,Hudson Sq,Times Sq/Theatre District,Manhattan,Manhattan,0,0.02,1.24,0.0
5009,2019-03-09 11:23:41,2019-03-09 11:38:36,5,1.78,10.5,2.76,0.0,16.56,yellow,Flatiron,Midtown East,Manhattan,Manhattan,0,0.02,1.24,0.0
6331,2019-03-23 11:27:00,2019-03-23 12:20:11,1,7.67,28.0,0.0,0.0,28.0,green,Jackson Heights,Maspeth,Queens,Queens,1,56.58,49.43,64.71
2966,2019-03-22 14:18:40,2019-03-22 14:24:01,1,1.11,6.0,2.32,0.0,11.62,yellow,Clinton East,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
3348,2019-03-19 22:00:47,2019-03-19 22:29:33,1,4.95,21.5,5.06,0.0,30.36,yellow,Hudson Sq,Lincoln Square East,Manhattan,Manhattan,0,0.05,1.24,0.0
4296,2019-03-06 23:13:59,2019-03-06 23:28:59,1,3.76,14.0,0.0,0.0,17.8,yellow,Financial District North,Clinton Hill,Manhattan,Brooklyn,1,89.52,92.52,93.78
6129,2019-03-26 06:57:27,2019-03-26 06:57:30,1,0.0,7.0,0.0,0.0,7.0,green,Manhattanville,Manhattanville,Manhattan,Manhattan,1,87.32,91.25,93.78
229,2019-03-19 23:32:01,2019-03-19 23:40:05,1,1.86,8.0,2.36,0.0,14.16,yellow,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
5063,2019-03-13 21:35:04,2019-03-13 22:22:02,1,18.62,56.0,0.0,2.64,59.94,yellow,Lower East Side,Van Cortlandt Village,Manhattan,Bronx,0,48.89,35.08,42.86
2579,2019-03-04 22:57:22,2019-03-04 23:17:27,2,9.4,28.0,4.0,5.76,39.06,yellow,LaGuardia Airport,Washington Heights South,Queens,Manhattan,0,0.1,1.24,0.0
4522,2019-03-08 13:22:35,2019-03-08 13:34:50,1,2.21,10.0,2.66,0.0,15.96,yellow,Sutton Place/Turtle Bay North,Gramercy,Manhattan,Manhattan,0,0.01,1.24,0.0
6115,2019-03-30 19:12:59,2019-03-30 19:25:03,1,1.55,9.5,2.0,0.0,12.3,green,Woodside,Sunnyside,Queens,Queens,0,0.21,1.26,0.0
4998,2019-03-10 11:10:11,2019-03-10 11:22:21,1,1.8,9.0,0.0,0.0,12.3,yellow,Midtown South,Meatpacking/West Village West,Manhattan,Manhattan,1,91.65,93.57,93.78
181,2019-03-15 09:20:34,2019-03-15 09:27:03,2,0.71,6.0,0.0,0.0,9.3,yellow,Midtown East,Murray Hill,Manhattan,Manhattan,1,93.3,94.3,96.77
5209,2019-03-07 17:00:39,2019-03-07 17:07:24,1,0.8,6.0,1.54,0.0,11.84,yellow,Upper East Side North,Yorkville West,Manhattan,Manhattan,0,0.02,1.24,0.0
3586,2019-03-14 20:32:05,2019-03-14 20:48:18,1,2.48,12.0,3.16,0.0,18.96,yellow,Midtown South,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4196,2019-03-30 13:48:44,2019-03-30 13:59:42,1,1.4,8.5,1.0,0.0,12.8,yellow,Lincoln Square West,Clinton West,Manhattan,Manhattan,0,0.01,1.24,0.0
3051,2019-03-18 20:04:16,2019-03-18 20:19:16,1,1.9,11.0,3.7,0.0,18.5,yellow,Kips Bay,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
3709,2019-03-20 16:40:38,2019-03-20 17:07:01,1,2.46,16.5,5.2,0.0,26.0,yellow,Union Sq,Lenox Hill East,Manhattan,Manhattan,0,0.02,1.24,0.0
1317,2019-03-25 02:38:27,2019-03-25 02:57:35,1,9.95,29.0,6.56,0.0,39.36,yellow,East Village,Hamilton Heights,Manhattan,Manhattan,0,0.06,1.24,0.0
2393,2019-03-14 19:16:28,2019-03-14 19:17:55,1,0.26,3.0,0.0,0.0,4.8,yellow,Brooklyn Heights,Brooklyn Heights,Brooklyn,Brooklyn,1,88.31,91.85,93.78
3866,2019-03-30 13:55:41,2019-03-30 14:06:03,1,1.09,8.0,2.26,0.0,13.56,yellow,Flatiron,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
3378,2019-03-11 16:01:09,2019-03-11 16:14:23,1,1.45,10.0,0.0,0.0,13.3,yellow,Flatiron,Midtown North,Manhattan,Manhattan,1,90.75,93.15,93.78
1281,2019-03-06 10:39:45,2019-03-06 11:12:05,2,5.7,24.5,5.55,0.0,33.35,yellow,Times Sq/Theatre District,Financial District North,Manhattan,Manhattan,0,0.06,1.24,0.0
4373,2019-03-01 09:00:22,2019-03-01 09:10:09,1,1.01,7.5,2.0,0.0,12.8,yellow,Midtown Center,Midtown South,Manhattan,Manhattan,0,0.01,1.24,0.0
1428,2019-03-28 12:10:52,2019-03-28 12:19:29,2,1.19,7.5,2.7,0.0,13.5,yellow,Upper East Side North,Upper East Side South,Manhattan,Manhattan,0,0.02,1.24,0.0
2352,2019-03-29 13:30:51,2019-03-29 13:39:41,1,1.5,8.0,2.0,0.0,13.3,yellow,TriBeCa/Civic Center,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
3781,2019-03-22 14:25:34,2019-03-22 14:31:58,6,1.01,6.0,1.86,0.0,11.16,yellow,Yorkville East,Yorkville West,Manhattan,Manhattan,0,0.03,1.24,0.0
3175,2019-03-14 00:43:34,2019-03-14 00:49:36,1,1.68,7.5,0.0,0.0,11.3,yellow,Clinton East,Central Park,Manhattan,Manhattan,1,93.5,94.38,96.77
3209,2019-03-23 14:22:30,2019-03-23 14:31:37,1,2.1,9.0,0.0,0.0,12.3,yellow,Lenox Hill West,Central Park,Manhattan,Manhattan,1,92.63,94.02,93.78
5403,2019-03-15 08:42:56,2019-03-15 08:47:27,1,0.64,5.0,1.0,0.0,9.3,yellow,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,0,0.01,1.24,0.0
